text,true_label,predicted_label,probability,confidence
"“توقعاتنا كانت اعلي من مستوي الفندق”. . تاخر موعد استلامنا للغرفه بعد موعر "" chick in "" حيث تم التواصل مع الطاقم ولا زال التاخير قائم رغم وعودهم بان الغرفه ستجهز خلال دقائق ولكن التاخير استمر الي 3 ساعات. مما ادي لضيقنا من طريقه استجابتهم للموضوع.",1,0,0.9891429543495178,High
"“You can say it is good”. Location is good. It takes 5 minutes walking to al Haram. It is clean and bathroom is acceptable.الموقع جيد. فقط 5 دقائق مشيا علي الاقدام للوصول الي الحرم.الفندق نظيف والحمام جيد.. Breakfast is not delicious. Air condition was not working properly, maintenance team needs so many calls to answer your request.You have to ask for a room cleaning, otherwise , your room will never be cleaned الافطار ليس لذيذاالمكيف لم يكن يبرد بشكل جيد.عمال الصيانه لا يستجيبو من اول مكالمه , وبعدما اتو لم يحلو المشكله.يجب ان تطلب تنظيف الغرف بنفسك والا سوف لن يتم تنظيف غرفتك.",1,0,0.985371470451355,High
“متوسط”. الغرفه جيده الفطور كان ممتاز. توجد روايح عفنه في الممر طول مسافه الممر للغرفه الحمام وانتم بكرامه لا يوجد بها شطاف,1,0,0.9579727053642273,High
“جيده لكن لن اكررها”. نظافه الفندق وتصميم الغرفه. في اللوبي بار مكشوف والاصوات الموسيقي عاليه لايصلح للعوائل الخليجيه المحافظه,1,0,0.9186059236526489,High
“الغرف صغيره جدا الغرفه بحجم السرير.”. الهدوء .موظفي الاستقبال خصوصا الاستاذه العنود رائعه في التعامل مع زوار الفندق وكفاءه يجب تمييزها .. صغر الغرفه وعدم وجد جلسه ( يعني تشرب قهوتك وتشاهد التلفزيون وانت علي السرير رغم ان تدفع الكثير مقابل مساحه غير مريحه ),1,0,0.9610325694084167,High
“مو مثل مااتوقعت”. لم تعجبني قوانين الفندق نحجز غرفه لشخصين بالغين مع طفلين مع فطور بس الفطور يكون للكبار والاطفال ندفع لهم..,1,0,0.9974930286407471,High
“مايستاهل”. الموقع قريب من اماكن مهمه.. تقل الفخامه حتي تصل للغرفه. الغرفه حجمها متوسط الي صغير ولا يوجد فيها متسع ولا جلسه كنب. تشعرك بالكتمه، التحكم بدرجه التكييف سيء وصعب، تصميم الغرفه سيء جدا,1,0,0.9992295503616333,High
“جمميل”. كل شي فيه جمميل. المصري الي بالاستقبال نفسه بطرف خشمه وخرب كل شي كاني ساكن فوق راسه,1,0,0.9974551796913147,High
“جيده لكن التغير في الديكور مهم”. . التامين مافي داعي,1,0,0.863158106803894,High
“تجربه جديده رائعه للاسترخاء فقط”. الافطار عاديالسرير مريحالخدمات عاديه. الهدوءالمكان للاسترخاء,1,0,0.9847171902656555,High
“المطففين”. . سوء الاستقبال عدم توفير كثير من الخدمات المطلوبه السعر كان اعلا من كثير من النزلاء الاخرين بفارق يصل الي اكثر من 300 ريال,1,0,0.9995187520980835,High
“جيد”. الموقع. الوسائد غير مريحهازعاج (النوافذ بدون عازل للصوت)الافطار ضعيف ومكرر وغير متنوع,1,0,0.9499672651290894,High
“كنت هناك”. جون اافريقي صعب التعاامل في الفتره المسائيه المفروض صباحي الشفت تبعو عشان الناس تشوفو. عدم احترام الزوار والدخول,1,0,0.9953880906105042,High
“السعر مرتفع”. . السعر لا يتناسب مع الفئه,1,0,0.9191169142723083,High
“مشكله واحده”. مشكله واحده عكرت عيد زواجي. الاستقبال كان سئ .. حيث انني حجزت قبل 3 ايام .. ووصلت عصرا وبقيت الي الساعه 5 بانتظار تجهيز الغرفه .. وتم طلب خروجي في اليوم الثاني عند الواحده ظهرا .. اتمني تعويضي بشي مميز يرضي اعجابي بكم .. او ساقوم بتغيير وجهتي مستقبلا,1,0,0.9950637221336365,High
“رحله عمل”. لا شي وذالك بسبب الاقامه لمده نصف يوم. الواي فاي غير جيدالاستقبال كان غير جيد وسبب كثره التدخين,1,0,0.994025468826294,High
“جيد لرحله العمل ، فقط للنوم”. الواي فاي سريع. غرف ضيقه وحمام اضيق لا يوجد فيه ادوات تنظيف.,1,0,0.9782652854919434,High
“اتمني لكم التوفيق وتحسين مستوي الاستقبال”. موقع الفندق. عند الوصول لم نجد اي شخص لحمل الحقائب وتم حملها بانفسناوعند الدخول لم نجد الا موظف استقبال واحد وكان الموظف ممتاز بتعامله معنا ولكن لا يوجد تعاون من قبل الموظفين المسئولين للاستعلام عن رقم الحجز وتم تاخيرنا ٣٥ دقيقه بسبب الموظفين الذين يتم الاستعلام منهم لرقم الحجز وعند سؤالنا ما هو سبب تاخير الموظفين فتم الاجابه بانهم لديهم وجبه عشاء ؟؟؟ وللعلم تم الاتصال عليهم عده مرات من قبل موظف الاستقبال ولكن اجابتهم كانت بطيئه بسبب وجبه العشاء وعند التاخير تسبب الاحراج لموظف الاستقبال وتم تقديم العصائر وهذا يشكر عليه,1,0,0.9828953742980957,High
“السعر مبالغ فيه”. . السعر لا يتناسب مع الغرف جدا عاديه وتحتاج تطوير,1,0,0.9580525159835815,High
“نااااار وشرااااار”. ناااار وشراااار. ناااار وشراااار,1,0,0.9998109936714172,High
“لن اعود مره اخري”. حسن الاستقبال و الموقع Good reception and location. القيمه مبالغ فيها +المبالغه في اسعار العصيرات والماء من الكوفي شوب للغرف علما بان كاسات صغيره جدا مقابل القيمه +ارضيه الحمام زلقه جدا+السرير غير مريح بما يكفي +الشراشف غير جديده +الازعاج صباحا بتوزيع اوراق تنبيه الخروج مع طرق الباب من قبل العامل لاخبارك بموعد المغادره علما باني مسجل دخول الساعه 11.30مسا +عدم وجود الميني بار في الثلاجه + وقت الخروج باكرا الساعه 12 مساء Exaggerated value where + overstate the prices of juices and water from the coffee shops room note that the cups are very small compared to the value + bathroom floor very slippery + bed is comfortable enough + sheets new non- + hassle am distributing an alert out with a knock on the door leaves by working to inform you of the date of departure note that I logged in Massa 11.30 + lack of minibar in the fridge + early checkout time clock 12:00,1,0,0.996277391910553,High
“رمضان سحور وفطور”. . برمضان السحور والفطور يرسلونه للغرفه !!ويتكون من بقايا الفواكه الموجوده عندهم بالفندق تفاح وبرتقال خربان . توست تونه او جبن كرواسون صغير جدا وناشف مع ماء وزبادي طبعا السحور والفطور اذا ما طلبته ما يجيك,1,0,0.9948899745941162,High
“غير مقبول بالنسبه للسعر”. نعم. حجم الغرفه صغير,1,0,0.989100992679596,High
“قليل في حقه رووووعه”. اول فندق اسكن فيه بمعني الكلمه راقي في التعامل فيه خدمه باص تودي وتجيب للحرم شخص يدعي ثامر مصري الجنسيه راقي في تعامله والطاقم السعودي في الاستقبال محترميين. لا يوجد,1,0,0.9917620420455933,High
“٨.٥”. الموقع. الوصول للفندق وعدم وجود مساحه كافيه امام الفندق,1,0,0.8803735971450806,High
“المكان ممتاز”. لا شي. اول مره اسمع الانترنيت بفلوس بصراحه شي سيئ جدا جدا والله عيب عليهم في الامارات وفي حد يطلب الانترنيت بفلوس في فندق سكنت اقل منه مستوي والانترنيت فيه بلاش وبعد قوي لكن شو الواحد يقول عقل مافي واكيد الاداره تعبانه جدا,1,0,0.9908657670021057,High
“جيد ويمكن ان يمون افضل”. . مستوي التنظيف ، اخر يوم اصبحت رائحه المكان ييئه بسبب المنشفه المستخدمه لمسح الارضيهايضا المناشف بدورات المياه تبدو مستهلكه,1,0,0.9686080813407898,High
“اذا بسافر ل دبي ابسكن في رمادا ”. السعر مناسب جدا لزم تحجز قبل الاجازه عشان ترخص لك. و الخدمات رائعه و في اللوبي فيه ستار بكس و مصلي و صرافه و مساج و نادي كل الي تبغا. و بالخارج المواقف متوفره و قريب منك مقاهي و محل اجار سيارات و مغاسل سيارات و سوبر ماركت ٢٤ ساعه و الكثييير .... مافيه تجربه سيئه الي صار لي اني وصلت الفندق دايخ فيني النوم و نسيت احط ورقه عدم الازعاج علي الباب و في نص نومتي طق الباب حق النظافه و خرب علي نومتي ☺️,1,0,0.9900637269020081,High
“المكان والشاطئ والمسابح ممتاز”. الافطار ماهو بالمستوي خمسه نجوم وغير متنوع ضعيف راحه النوم جيد. الاثاث قديم جدا يحتاج الي تجديد الي مستوي خمسه نجوم بشركه رديسون بلو مستواه يكون افضل ولكن مكان الفطور جدا ممتاز,1,0,0.9548354148864746,High
“لاباس فيه”. النظافه + طاقم موظفي قسم الطعام. الاستقبال عندهم سيئ جدا لم يهتمو بااستقبال الضيوف والشنط والعفش الضيف هو الذي ينشغل بتحميل امتعته لايوجدعمال لحمل الشنط وامتعه الضيوف + روائح التدخين منتشره في الفندق + بعده عن الحرم والمسافهالمعروضهفي هذا الموقع غيرصحيحه,1,0,0.9867476224899292,High
“سامي”. قريب من المحلات. الحمام قديم و المكيف احينا يتوقف عن التبريد,1,0,0.9926653504371643,High
“الحقيقه”. الموقع ، الافطار. النظافه للاسف,1,0,0.9857518076896667,High
“تغيير جو”. . الاطلاله صحيح انه علي معبر مائي الا ان هناك تعمير وانشاءات مشوهه المنظر,1,0,0.9986721277236938,High
“دبي دار الحي”. في البدايه منذ ان حجزت عن طريق بوكينج نظرت الي التقييمات الموجوده لهذا الفندق ووجدتها تقييمات سيئه جدا مذكوره عنه فجازفت للتجربه والاصرار علي السكن في هذا الفندق فوجدت ان جميع ماذكر عنه والله العظيم هو افتراء وكذب حيث انه من اجمل الفنادق في دبي كموقع وخدمه غرف ونظافه وواي فاي مجاني سريع وسرعه الدخول والخروج منه ويعتبر من الفنادق الشبابيه ..,1,0,0.9988645315170288,High
“ب”. . باقي لي ثلاث ميه درهم تامين مخصومه من الفيزا ولها ١٥ يوم واكثر مارجعت لكي .. وهذي حركتهم مع اغلب اللي سكنو عندهم يعني اللي بيدفع تامين يدفعها كاش عشان ياخذها كاش اذا طلع,1,0,0.9766219258308411,High
“تجربتي سيتي ستي بيرل 2015”. . الموقع ممتاز قريب جدا من مجمع الامارات مشي ع الاقدام في اوقات تواجدي ف الفندق اقدر اروح اتقهوي او اشوف السينماء .. وبقاله ومغسله ومطاعم قريبه ومسجد قريب. مافي.. حمام سباحه.. وبعض الاثاث قديم.. واهم شي انا ف الدور 6 ومعي اطفال والبلكونات اقفالها خربانه..,1,0,0.9805538654327393,High
“لن اسكن فيه مره اخري الا اذا كان سعره رخيص مره”. الموقع ممتاز نسبيا و الغرف واسعه و نظيفه .. كثره المصاعد .. عدم وجود ازعاج .. المطعم ممتاز. حجزت غرفه سرير مزدوج و عند الوصول لقيتها سريرين و طلبت ضمها بعد العصر و لم تضم و بعد المغرب و لم تضم و بعد العشاء مرتين حتي ارسلو العمال لضم السريرين .. الانترنت يتغير يوميا الرمز السري و اسم المستخدم و عند الطلب لليوم الثاني قال لي موظف الاستقبال بارسل لك الرقم مع العامل و خرجت من الفندق بعد يومين و لم يحضر العامل الي الان .. كرسي الحمام لم يكن نظيف و طلبت عامل النظافه و لم يرسلوه حتي لقيته في السيب صدفه و اعطيته بخشيش عشان ينظف الحمام .. الخدمه ليست جيده كانك ساكن عندهم بفلوسهم,1,0,0.8027228116989136,High
“فندق نظيف وراقي لكن الاداره سيئه جداا”. . المشكله الدائمه في كل فنادق الاصيل هو عدم احترام حجز بوكينج والمماطله في اعطاء العميل الغرفه الا بالتهديد بالاتصال باداره بوكينج فرجاء التعامل بحزم مع مجموعه الاصيل من اجل راحه العملاء وشكرا,1,0,0.8757592439651489,High
“التراجع بعد التقدم نتيجه جروبات الفقراء واصحاب البيئات الفقيره وغير النظيفه”. فريق الاستقبالالاستاذ علي بخش فريق العلاقات. همجيه الناس في المطعم نقص واهمال نتيجه تدني المستوي والحرمان الواضح في كثير من النزلاء فريق الصيانه لا يوجد حمام خمس نجوم بل خالي من كل شيء يميزه,1,0,0.9996612071990967,High
“مقبول نوعا ما”. السرير حق ابو نفر واحد كبيرر والموقع ممتاز. الانترنت بفلوس,1,0,0.9294058680534363,High
“الشخص اسوي المسؤل في الاستقبال متعاون جدا”. مطل علي البحر وغرف حسب الصور تماما. لا يوجد مواقف السيارات كفايه بنسبه لحجم الفندق ويوجد نادي ليلي,1,0,0.9907705783843994,High
“مابوه شي”. محلوي.,1,0,0.9935230016708374,High
“اقامه في الفندق خلال شهر رمضان”. # قرب الفندق من الحرم.#نظافه الحمامات والفرش السرير.#تعامل راقي من الموظفين.. لكن ملاحظه لما سويت اجرائات الدخول ماكان عندي كاش سعودي واضطريت ادفع بالقطري.. الموظف قال لي بيعطينا الفرقيه وكذب علينا وخذ زياده فوق السعر لما سويت الشيك.اوت. مافي مصداقيه في التعامل من قبل الموظفين.. لو ماعندك كاش بالعمله السعوديه وعطيته بعمله ثانيه ماراح يحسبون لك الفرقيه يعني يجي يقول لك وقت الحجز عادي بعطيك الفرقيه بعد مااصرفها.. ويسحب عليك,1,0,0.9858821630477905,High
“فندق ممتاز ولا كن النظافه سيئه”. . نظافه الطعام سيئه حيث وجدنا ديدان في السلطهنظافه الغرف سيئه حيث لا يتم التنظيف بشكل كامل ولا بد ان تتصل اكثر من مره لتحصل علي نظافه الغرفه,1,0,0.9880954027175903,High
“جيد نوع ما”. النضافه. التلفزيون قديم جدا جدا,1,0,0.9553162455558777,High
“معقول”. قرب منش.,1,0,0.9324876070022583,High
“شكوي”. . تم سحب من بطاقتي الائتمانيه مبلغ زائد وعلي الرغم من ابلاغي لهم بذلك الا انهم طلبوا مني ان ادفع عن طريق البطاقه مره اخري وبامكانكم التاكد من ذلك.,1,0,0.9853979349136353,High
“ابوفيصل ٢٢”. قريب من الحرم. السعر مرتفع جدا خاصه في رمضان,1,0,0.9043635129928589,High
“تجربه لن تتكرر”. السماح ب late check out. لا يتوفر سوبرماركت او صيدليه او اي مطعم بالقرب من الفندقتم سحب مبلغ التامين و لم يسترد حتي شهر من تاريخ الزياره,1,0,0.9987074136734009,High
“يجب ان تنتقل يطلباتك معاك”. الموقع والشاطي جيد. بعد المكان كانك مسافر الي مدينه اخري ولست بجده لا يرقي لخمسه نجوم الغرف بعيده عن المصعد لايوجد بالغرفه ثلاجه اغراضك تضعها علي الطاوله لا يوجد سخان ولاماء ولاشاهي اوقهوه اومنيوللطلبات يعدمك الجوع والعطش,1,0,0.9987694621086121,High
“غرفه صغير”. . لم يعجبني حجم الغرفه مع اني حجزت علي اساس ٣ كبار و٢ صغار لكن حجم الغرفه صغير والكنبه فتحت لتصبح سرير وكانت غير مريحه للاطفال,1,0,0.9929694533348083,High
“ازعاج”. . ازعاج الشارع بالغرفه,1,0,0.9998592138290405,High
“فندق عادي جدا”. تعامل الموظفين جدا رائع. رائحه الصرف الصحي في دوره المياه اعزكم الله,1,0,0.9943996071815491,High
“.....”. الغرفه مرتبه ونظيفه... ازعاج من الصبح فالممرات..والصوت ينسمع فالغرف ومسوي ازعاج..,1,0,0.9951847195625305,High
“مناسب نوعا ماء”. مظهر الغرفه بشكل عامه. النظافه,1,0,0.9592876434326172,High
“جيد”. الاكل جيد. خدمه الراي فاي معقوله فندق اربع نجوم مافيه واي فاي الا في الاستقبال حتي شقق العاديه فيها واي فاي جميع الغرف. شي سيئ لا يوجد واي فاي تضجرت من عدم وجوده,1,0,0.9860824346542358,High
“العوازل”. الفندق ينقصه العوازل. العوازل,1,0,0.9505053758621216,High
“لايوجد مرونه في وجود طفل اضافي بالمطعم رغم وفره الاكل ،،”. . يجب خفض الاسعار لان ابواب الحرم التي امام الفندق مغلقه,1,0,0.9519243836402893,High
“فندق مناسب لمن لا يحتاج الانترنت”. قريب من المترو. لا يوجد انترنت في الغرفالانترنت في الطابق الارضي فقط وسعره غالي جدا ومبالغ فيه .من يسكن في الدور الثاني لن يستطيع النوم بسبب ازعاج المرقص .السكن الافضل في الطوابق العليا الرابع فما فوق .,1,0,0.8557069301605225,High
“5”. بشاشه وحسن وتميز استقبال الموظفين السعوديين بالاستقبال وجوده المطعم. المواقف والتنظيم حول الموقع,1,0,0.9148601293563843,High
“الجبيل الصناعيه شاهين يوسف”. االفندق وموقعه وقيمته ﻻلاثاثيه ونضيفته. الاستقبال وتعامله المزري وعدم يحترام الساكن وهمجيه التعامﻻ وحيث انني سكنت لدي يلفندق عده مرات ليس للا ستقبال ولكن لموقعه وسعره المناسب وحيث انني لا اطلب من الاستقبال اي شي وان طلبت لايجاب وتوفير الخدمات ضعيفه وحيث تبق ي الغرفه لمده ثلاث ايام ولم تنظف,1,0,0.9593580961227417,High
“قليل التكلفه موقع مميز”. الموقع فقط. عدم وجود حذاء لدوره المياه عدم وجود سخان ماء لعمل المشروبات في الغرفه غالي قيمه المشروبات في الفندق عدم وجود سفتي في الغرفه الاثاث قديم الغرفه التي تم اعطت لي للمدخنين علما بانه عند الحجز طالبت غرفه لغير المدخنين الاثاث قديم,1,0,0.9998534917831421,High
“عمران”. الموقع جيد جدا.. طاقم العمل مقبول .. الخدمات ضعيفه.. اﻷكل جيد. الخدمات... ضعيفه..,1,0,0.9999090433120728,High
“سيء لسبب واحد”. . يوجد صراصير داخل دوره المياه !!المفارش غير نظيفه,1,0,0.9999288320541382,High
“اقامه قصيره”. الموقع. تصميم الغرفه، الافطار غير متنوع، عدم نظافه المناشف,1,0,0.9532086849212646,High
“جيد”. لاشيء. التكيف الغرفه الي جانبي مزعج جدا,1,0,0.9998409748077393,High
“لا باس”. الفندق جيد جدا يعيبه الازعاج قليلا. ازعاج,1,0,0.9572755098342896,High
“جيد ولكن السعر مرتفع جدا ومختلف عن السعر الحقيقي داخل الفندق ولا يوجد افطار ولا اهتمام بالنظافه”. الاطلاله والقرب من الحرم النبوي الشريف. التاخير في الدخول حتي الساعه السادسه مساءا علما بان وصولنا من الساعه الثانيه والنصف ظهرا,1,0,0.9575304388999939,High
“استغرق اعاده تشغيل التلفاز اربع وعشرون ساعه. .,1,0,0.8113963603973389,High
“لاكن انصح بالفندق”. . ازعاج من المباني المجاوره كذالك التعامل في دفع المبالغ الماليه يحاسبونك اول باول كانك بتهرب من الفندق,1,0,0.9998791217803955,High
“المرحاض يحتاج. هالي هوز.ماء. للنظافه. لانه. معظم الزوار مسلمين”. موقعهنظافتهخدماته. السعرمبالغ فيه,1,0,0.9989468455314636,High
“الموقع جيد”. الغرف كبيره. رائحه التدخين في الاستقبال منتشره بشكل كبير,1,0,0.9550982713699341,High
“جيده نوعا ما”. . الغرف يوصل لها ازعاج الموسيقي من النادي الليلي,1,0,0.9724361896514893,High
“عدم الامانه في الدعايه”. الفندق فخم و نظيف و الخدمه به جيده لكنه يفتقد اهم عنصر جذب بالنسبه لموقعه....البعد عن الحرم و عدم توفر وسيله مواصلات جيده من و الي الحرم. علي كوقع الفندق قيل ان المسافه الي حرم 1.5 كن و تبين علي جوجل و علي ارض الواقع انها 7.5 كم و تلك سقطه سيئه جدا في حق الفندق و الدعايه له....عدم الاكانه في الدعايه للمكان مما اثر بالسلب عن الهدف من الزياره و هو زياره الحرم مع كل اذان. البعد عن الحرم و الكذب في الدعايه بذكر ان المسافه 1.5 كم من الحرم و هي في الواقع 7.5 كم,1,0,0.9987786412239075,High
“عادي جدا”. لم يعجبني ازعاج في المصاعد والاستقبال. عدم توفر مواقف وكذلك الواي فاي المجاني ولا يوجد مصلي ولا نادي صحي السعر مرتفع والاطلاله سيئه,1,0,0.9993201494216919,High
“اقامه جيده نوعا ما”. . وجود فتيات يترددن علي شباب منظر لا يناسب ان يشاهده الاطفال و وجود عزاب في شقق مفروشه,1,0,0.95928555727005,High
“القيمه مبالغ فيها”. القيمه مبالغ فيها معني زبون دائم في هل الفندق من 8 سنوات وانا انزل فيه وشكراا. القيمه مبالغ فيها معني زبون دائم في هل الفندق من 8 سنوات وانا انزل فيه وشكراا,1,0,0.9792856574058533,High
“خدمه الواي فاي”. لماذا خدمه الواي فاي ليس مجانا في الغرفارجو ان نتظرو لهذه المساله لاني اول مره اري هذا الشي. خدمه الواي فاي,1,0,0.8377471566200256,High
“مقبول”. . اضائه الغرفه منخفظه جدا.لايوجد خرطوم ماء للمرحاض,1,0,0.9997270703315735,High
“القول الصريح بلا تجريح”. موقع متميز بوفيه منوع وغني واستقبال رائع ورائحهالورد تملا اجواء الفدق. واروع شيء سويت بانوراما كعبه الذي يحتل رقم (٨) من كل دور.والمساعد في خدمه نزيل السويت يعطيك جوا من الرفاهيه .. بعض الممرات غير نظيفه ، ستائر واثاث بعض الغرف متاثره من التاجير، الصحف اليوميه تربط علي باب الغرفه بشريط بعد ان كانت تقدم بجيب من النايلون يعلق بطريقه راقيه علي الباب. هذا مؤشر يدل علي تردي الخدمه.,1,0,0.8144928812980652,High
“فندق غريب”. نظام السكن روعه. نظام الفندق مبالغ فيه في انظمه الفنادق في دبيمبلغ التامين لم يسترد الي الان مع العلم حجزت في فندق اخر ولم ياخذ تامين,1,0,0.9995602965354919,High
“الفندق قريب جدا من المسجد النبوي”. قرب الفندق من المسجد النبوي. يحب دفع مبلغ لاستخدام مواقف الفندق الاثاث والموكيت قديم جدا,1,0,0.9974730610847473,High
“ارجو الاهتمام بالنزيل”. لقد قمت بالحجز غرفتين توام واتصلت بهم قبل وصولي بساعه للفندق للتاكد من جاهزيتها ولكن عند وصولي الي الفندق اخبروني بعدم جاهزيتها الساعه ٤ عصرا وطلب مني الانتظار نصف ساعه ولكن فوجئت بعد الانتظار بانهم يقولون لي ان هناك غرفه توام وغرفه مفرد جاهزه فقط واذا اردت الغرفتين اللتين حجزتهما من خلال برنامج booking فعلي الانتظار فاضطررت للموافقه حتي لا انتظر اكثر. عدم تجهيز الغرفتين اللتين تم حجزهماطلب مني المغادره الساعه١٢ ظهرا,1,0,0.994803249835968,High
“فندق ستختار الاقامه فيه اكثر من مره بالتاكيد”. . عدم وجود العدد المناسب من عمال نقل الامتعه في نهايه الاسبوع يتناسب مع زياده عدد الزبائن في تلك الفتره ، كما يجب تقويه شبكه النت ليكون اسرع من ذلك,1,0,0.8193041682243347,High
"“؟؟؟ سعر الغرفه شامل مع الضريبه”. . سعر الغرفه الموجود 166 ذرهم علي البوكنج , بعد ماذهبت للفنذق , اخبروني بان ادفع210ذرهمالضريبه (10%) غير مشمولهرسوم الخدمه (10%) غير مشمولهضريبه المدينه (AED 10 في الليله الواحده) غير مشموله , المفروض توضيح المبلغ وافادتي قبل الحجز بسعر الغرفه شامل قبل الحجز .في ذلك الضريبه (10%) غير مشمولهرسوم الخدمه (10%) غير مشمولهضريبه المدينه (AED 10 في الليله الواحده) غير مشموله ارجو النظر الضريبه (10%) غير مشمولهرسوم الخدمه (10%) غير مشمولهضريبه المدينه (AED 10 في الليله الواحده) غير مشموله ارجو النظر في ذلك وشكراااا",1,0,0.9944775700569153,High
“رحله استجمام”. الشاطيئ ومرافقه كانت جميله. الجاكوزي وسخ جدا عند النساء وحوض السباحه ما كانت نظيفه,1,0,0.9599855542182922,High
“نرجو تلافي الاخطاء”. قرب الموقع من الحرم ،ووجود مركز تجاري، المواقف ممتازه وسعرها مناسب 25 ريال لليوم ، المطبخ متكامل. الجناح رقم 219 له رائحه كريهه ولا اعلم عن بقيت الغرف ، الحديقه الداخليه مقفله,1,0,0.8595232963562012,High
