index,review,confidence,tags
4394.0,“لن اسكن فيه مره اخري الا اذا كان سعره رخيص مره”. الموقع ممتاز نسبيا و الغرف واسعه و نظيفه .. كثره المصاعد .. عدم وجود ازعاج .. المطعم ممتاز. حجزت غرفه سرير مزدوج و عند الوصول لقيتها سريرين و طلبت ضمها بعد العصر و لم تضم و بعد المغرب و لم تضم و بعد العشاء مرتين حتي ارسلو العمال لضم السريرين .. الانترنت يتغير يوميا الرمز السري و اسم المستخدم و عند الطلب لليوم الثاني قال لي موظف الاستقبال بارسل لك الرقم مع العامل و خرجت من الفندق بعد يومين و لم يحضر العامل الي الان .. كرسي الحمام لم يكن نظيف و طلبت عامل النظافه و لم يرسلوه حتي لقيته في السيب صدفه و اعطيته بخشيش عشان ينظف الحمام .. الخدمه ليست جيده كانك ساكن عندهم بفلوسهم,0.991181731,"['positive_title_negative_detail_structure', 'negation_heavy']"
10182.0,“الفندق جيد ، لكن انا ما توفقت”. - بوفيه الفطور والسحور.- المواصلات لا باس بها، لكن رائحه الطريق من بعد النفق الي الفندق متعب قليلا.- توفر باصات الفندق ، واذا ما وجدت تحصل علي باصات النقل العامه بريالين للشخص.- عمال نقل الاغراض متعاونين ورتبوا لي مواصلات الي المدينه المنوره.. - طلبت غرفتين ، وحده ممتازه ، والثانيه دمار ، كانت صغيره ، والابجوره مكسوره ، والفراش محروق ومشقق ، استغربت ، اما الغرفه الثانيه اكبر ومرتبه ، للعلم انا طالب حجرتين كل حجره لشخصين.,0.990772128,['positive_title_negative_detail_structure']
5092.0,“سائح وزوجته من السعوديه”. . عدم وتوفر واي فاي بالمجان مثل معظم شقق سكن دبي في مستوي شقق شلسي لابد من اعاده النظر في ذلك لانها اكثر شكاوي الساكنين حسب ماسمعت ومالمسته.,0.989253342,['unclassified']
3242.0,“شابان عزاب”. اعجبني طبيعه المجمع مع الفندق. لا يوجد,0.988809884,['positive_title_negative_detail_structure']
6997.0,“جيده نوعا ما”. . الغرف يوصل لها ازعاج الموسيقي من النادي الليلي,0.987056613,['positive_title_negative_detail_structure']
5498.0,“فندق جميل لكن مبالغه في الاسعار”. . تاخر في الخدمه والاسعار المبالغه,0.985489845,['positive_title_negative_detail_structure']
7554.0,“راحت بال وقرب من الحرم”. موقع الفندق وتعدد الاسنصيرات التعامل السريع مع المشاكل. عدم السؤال عن خدمات الغرفه من قبل عمال النظافه,0.984637916,['unclassified']
9043.0,“ازعاج”. الاطلاله رائعه جدا. ازعاااااااج عمال كانو فوق غرفه النوم مباشره وازعجوني وكلمتهم اكثر من ومالقيت تجاوبغير كذا كل شي في الفندق حلو,0.983197868,['unclassified']
9314.0,“انصح باﻻقامه في الشقق”. . اعمال بناء بالقرب من الموقع,0.982447088,['unclassified']
5373.0,“.....”. الغرفه مرتبه ونظيفه... ازعاج من الصبح فالممرات..والصوت ينسمع فالغرف ومسوي ازعاج..,0.981054306,['positive_title_negative_detail_structure']
1309.0,“اخلاقهم عاليه تفتح نفسك للايجار”. . عدم وجود بلاك اوت للنوافذ، والازعاج من السيارات,0.980430305,['positive_title_negative_detail_structure']
9825.0,“جيدا”. . المكان والراحه,0.98030889,['terse_short_review']
6054.0,“5”. بشاشه وحسن وتميز استقبال الموظفين السعوديين بالاستقبال وجوده المطعم. المواقف والتنظيم حول الموقع,0.978213608,['unclassified']
3269.0,“دبي”. المناظر داخل الفندق. خدمات الموظفين,0.977549255,['terse_short_review']
7333.0,“مقبول”. . اضائه الغرفه منخفظه جدا.لايوجد خرطوم ماء للمرحاض,0.973625004,['positive_title_negative_detail_structure']
7287.0,“القيمه مبالغ فيها”. القيمه مبالغ فيها معني زبون دائم في هل الفندق من 8 سنوات وانا انزل فيه وشكراا. القيمه مبالغ فيها معني زبون دائم في هل الفندق من 8 سنوات وانا انزل فيه وشكراا,0.9659006,['unclassified']
7328.0,“جيد”. . حجزت غرفه لمدخنين وتفاجات اليوم اللي بعده انه موظف الاستقبال يقول لي جارك متضايق مع انه هذي مشكلتهم وقت الحجز موشغلي ومحد قال لهم يسكنوني جمب واحد يكح كل شويه,0.959859192,['unclassified']
5466.0,“مناسب نوعا ماء”. مظهر الغرفه بشكل عامه. النظافه,0.956543565,['terse_short_review']
5058.0,“مريح”. تعاون الموظفين. لا يوجد غساله ملابسحمام واد في شقه من غرفتين وصالهافياش الكهرباء قديمه لا تدعم الشواحن الجديده,0.956028819,['positive_title_negative_detail_structure']
9187.0,“الفندق وسط”. الاطلاله علي البحيره وعلي الابراج. الواي فاي ضعيف جدا جدا عدم المصداقيه كنت حاجز عرفه مطله عن طريق البكنج وعطوني غرفه مطله علي الشارع وبعد ما تبين انه انا حاجز عن طريق البكنج غيرو العرفه الي مطله علي البحيره,0.95601368,['positive_title_negative_detail_structure']
9220.0,“دبي 2014”. الموقع ممتاز. ليست به مرافق تخدم المسافر,0.95096308,['terse_short_review']
7189.0,“اقامه جيده نوعا ما”. . وجود فتيات يترددن علي شباب منظر لا يناسب ان يشاهده الاطفال و وجود عزاب في شقق مفروشه,0.949243069,['unclassified']
9387.0,“الموقع جيد مع وجود سوبرماركت وكذلك مغسله ملابس بالمقابل اشاره الدخول للسكن دائما مزحومه”. القرب من الطرق الرئيسيه. اشاره الدخول للسكن دائما زحمه,0.933466434,['unclassified']
1276.0,“جيد”. التكوولوجي. لا يوجد خصوصيه,0.925676584,"['positive_title_negative_detail_structure', 'terse_short_review']"
2387.0,“مسافر ترانزيت”. سرعه الشك ان والشك اوت. المطار خارج منطقه الترانزيت,0.910734713,['unclassified']
8451.0,“لايوجد خدمه غسيل ملابس مستعجل”. موقع الفندق قربه من مستشفي العيون. لايوجد خدمه غسيل للملابس المستعجلهاخذون منك الملابس من الساعه 8 صباحا حتي 5 عصرا فقط,0.894821525,['positive_title_negative_detail_structure']
9615.0,“جيد ولكن بالامكان احسن مما كان”. . وصول السيارات الي مدخل الفندق.لم تتم الاستفاده من اطلاله الفندق علي البحر بتصميم بلكونه او شرفه لكل غرفه او جناح.,0.894085526,['unclassified']
10084.0,“لا باس به”. . يوجد فنادق بالخبر تم تجربتها ارخص وافضل,0.881860197,['unclassified']
9882.0,“موقعه ممتاز”. يمنع دخول الزوار و متشددين. النت مش كويسلا يقع علي شارع زايد علي طول لكن خلفه بشارع فقط يعني داخل الحي,0.865455091,['unclassified']
1520.0,“الفندق نوعا ما جيد بالنسبه الا السعر انصح به”. . المغسله لا تصرف الماء,0.85982883,['unclassified']
8566.0,“لا باس”. الموقع قريب من كل شي. الغرف صغيره. والنت كل يوم ب ٢٥ درهم,0.85470897,['positive_title_negative_detail_structure']
10310.0,“الموقع جميل ولكن المنطقه مزحومه وتعتبر مزعجه الي حد ما”. الاستقبال من خارج الفندق الي داخله ممتاز. المسافات بين الفندق والمرافق طويله,0.850744069,['unclassified']
4815.0,“رحله جميله”. الهدوء والافطار المجاني. مويا مالحهالاثاث والفرش قديم,0.84285754,['positive_title_negative_detail_structure']
4477.0,“مقبول نوعا ما”. السرير حق ابو نفر واحد كبيرر والموقع ممتاز. الانترنت بفلوس,0.838792026,['unclassified']
4209.0,“دبي”. . كنا في 3 اجنحه جونيور وهي كبيره وفيها 4 بالغين اضافيين والذي لم يعجبني حقا اننا دفعنا للفطور عنهم كلهم... المال غير مهم و لكن الاسلوب و الطريقه لم تعجبنا بالاضافه الي اننا لسنا من النوع الذي ياكل بنهم.. فلم تعجبني هذه الحركه و اول مره تحصل معنا في اسفارنا !!,0.831739783,['unclassified']
10044.0,“منتجع لو ميرديان واحه من الجنه”. . الفندق خصم مبلغ 11 الف درهم من حسابي تحت حساب الاقامه وعند الخروج تم احتساب قيمه الفاتوره ب 7506 درهم وللحين وبعد مرور 4 ايام من مغادرتي الفندق لم يتم اعاده باقي 11 الف درهم لحسابي و قد ارسلت ايميل بذلك واتصلت ولكن بدون استجابه وشكرا,0.817783713,['positive_title_negative_detail_structure']
6918.0,“الموقع جيد”. الغرف كبيره. رائحه التدخين في الاستقبال منتشره بشكل كبير,0.801009476,['unclassified']
8360.0,“شكرا”. . صعوبه ايجاد الغرفه من سوء تخطيط الفندق,0.779826403,"['positive_title_negative_detail_structure', 'terse_short_review']"
7632.0,“جيده نوعا ما”. لذيذ ولكن غير متنوع. الثلاجه لم تكن تعمل وقفل الباب مكسور واستغرق اصلاح الثلاجه اكثر من 24 ساعه,0.698714018,['unclassified']
3294.0,“متعه + الرتحه”. فساحه الغرف. البطئ في تقديم الخدمات,0.692420602,"['positive_title_negative_detail_structure', 'terse_short_review']"
8861.0,“جيد”. . الاستقبال,0.58145988,['terse_short_review']
