index,review,confidence,tags
5572.0,“تمنيت ان يكون افضل”. اثاث الغرفه والهدوء. للاسف فرشاه ومعجون غير موفره وعلب الشامبو والبلسم مستخدمه يوجد النصف في كل علبه ...السيفون لايعمل ...,0.969784319,['positive_title_negative_detail_structure']
4889.0,“لايوجد سرير للطفل الثالث مع العلم بان الحجز واضح زوجان وثلاثه اطفال ولا يوجد واي فاي داخل الغرفه”. الاستقبال والمواصلات للحرم والمواقف ونظافه الفندق. لايوجد سرير للطفل الثالث مع العلم بان الحجز واضح زوجان وثلاثه اطفال ولا يوجد واي فاي داخل الغرفه,0.96843791,['positive_title_negative_detail_structure']
6761.0,“ان وجدت غيره من نفس الفئه فانت اولي به”. ممتازه كانت خدمه ايقاف السياره. ازعاجنا بالليل لدفع فاتوره العشاء حول المسبح بسبب ارجاعها من مكتب الاستقبال,0.968377411,['positive_title_negative_detail_structure']
830.0,“فندق ايوا”. نظيف. موقع الفندق غير مناسب لانه ازعاج بسبب صوت الطائرات اللي تمر من اعلا الفندقوالسرير ضيق نوعا ماخدمه الواي فاي مرتفعه جدا,0.963373244,['positive_title_negative_detail_structure']
2892.0,“موقع علي الجبل”. هدوء المكان. عدم ذكر ان مكان الفندق علي تله عاليه وصعوبه الصعود للمكان مع عدم تواقر وسيله مواصلات.,0.963053048,['positive_title_negative_detail_structure']
4511.0,“الاهتما”. . بس يعرفوا انو انت حاجز عن طريق البوكنك بصير بدو يعطيك اسوء الغرف و اسوء اطلاله. علما انو الغرف الاخري شاغره,0.961276472,['unclassified']
10243.0,“لاباس به”. موقع الفندق بوسط المدينه وسهوله الوصول لاغلب المناطق بدبي كذلك تراس الشيشه. صعوبهالحصول علي الماء الحار بالحمام كذلك الشطافات جدا سيئه بحاجه للتغيير لنوع اسهل بالاستعمال والثلاجه بالغرفه غيرموصله بالكهرباء فلم نتمكن من تبريد الماء,0.960989356,['positive_title_negative_detail_structure']
296.0,“سكني ب انتور”. . لم يتم توفير بطاقه الدخول للغرفه الا بعد يوم كامل اذا بغيت ادخل الغرفه انا واهلي يطلع معنا الهندي علشان يفتح الباب ببطاقه الماستر وحجتهم يقولون البطاقات خلصت انتظر لين يطلع واحد وناخذ بطاقته ونبرمجها علي غرفتك,0.959306777,['positive_title_negative_detail_structure']
8581.0,“احجز علي مسؤليتك”. المكان نظيف والغرفه مريحه. الشخص الذي في الاستقبال ليس متعاون مع الزبائن ولاتوجد خدمه لحمل الحقائب وقليل في الكذب,0.95817703,['positive_title_negative_detail_structure']
2114.0,“السعر مختلف”. الاسره والاستقبال والخدمات. حجزت ب52 ودفعت 89 ريال عماني,0.957743168,['unclassified']
2921.0,“غرف صغيره جدا”. الفندق نظيف بالقرب منه كار فور مشي علي الاقدام. صغر الغرف - الواي فاي ضعيف السرعه والارسال - النادي الصحي يغلق في وقت مبكر جدا-,0.957390845,['positive_title_negative_detail_structure']
4143.0,“اسوي فندق بدبي”. لان اكرررررررر الحجز بهذه العزبه. لا شي,0.956713438,['unclassified']
6607.0,“مسافر شباب”. . عدم توفير ادوات الاستحمام,0.955576122,['terse_short_review']
1850.0,“استقبال الفندق”. المصاعد. الموظفونالديكورالمساحهعدم الخصوصيه,0.954993248,['terse_short_review']
5363.0,“الجواد في الموجود”. موقع الفندق. رائحه الاثاث و المفروشات,0.950575769,['unclassified']
6723.0,“تجربه مقبوله”. نظافه الاثاثهدوء تام. عدم وجود عماله للتنظيف خاصه ان زمن وصولنا كان بالعيد وكانت العماله في اجازه مما تسبب في ركن الاوساخ بين ممرات الغرف واضافه الي ذلك اضطريت لحمل الحقائب بنفسي لنفس السبب وهو اجازه العماله يوم العيدعدم وجود مياه للشرب في المني بار في الغرفهعدم وجود مناديل في بعض الغرفعدم توفر مواقف للفندقاعتقد انه نجمتين ليس اكثر,0.949789584,['positive_title_negative_detail_structure']
8769.0,“Abo Anas”. Lobby decoration. Sewage smells all over the roomsI stayed 5 hours the i left the hotelrooms decoration is less than basic and the standard,0.947271883,"['code_switching', 'terse_short_review']"
10119.0,“كل شيء جميل ولكن لم اعهد ويندهام بالدول الاخري مثل ويندهام بدبي توقعت دبي تكون الافضل”. المواقف. ضجه المكانصعوبه الوصول لل جي بي ار التاخر في انزال الشنط واستلام السياره حتي تم الطلب منهم طلك وابلغوني بان الموظف باجازه واحضروا شخص اخر واعتذر لازعاجهم,0.945278466,['positive_title_negative_detail_structure']
348.0,“فرصه لي التحسين”. . اسلوب موظف الاستقبال غير لائق مع الزبائن,0.943896651,['unclassified']
6375.0,“تجربه بس ماراح اعيدها”. . النامووووووس كثير,0.943714797,['terse_short_review']
8813.0,“رحله عمل”. . الاسعار مبالغ فيها الوجبات عاليه السعر.,0.943588257,['terse_short_review']
4289.0,“التعامل ممتاز تاخير اجرات الدخول ازدحام المصاعد”. تعامل الاستقبال. المصاعد واجرات الدخول واقتطاع ملالغ من الفيزا وسحب مبالغ اخري,0.94298017,['unclassified']
6626.0,“رحله عمره من الرياض”. خدمه النقل للحرم. الغرف ضيقه جدا,0.941362798,['positive_title_negative_detail_structure']
9962.0,“قائمه الثلاجه مبالغ في الاسعار علما بان المنتجات في السوبر ماركت اسعاره عاديه وهم دابلين السعر ل”. كويس النظافه والهدواءوالسرير ليس موريح. الاسعار من ناحيه اسعار الثلاجه الدبل واسعار الشقه مبالغ فيه من ناحيه موقعها,0.932090342,['unclassified']
2865.0,“اقيم الفندق ٤ نجوم”. . لم تكن الديكورات الداخليه بالمستوي لفندق ٥نجوم والمطعم الوحيد في الاوتيل يقدم الاطباق الهنديه فقط لايتناسب مع اذواق الجميع,0.931744158,['unclassified']
8135.0,“الرياض”. . مواقف السيارات زي الزفت,0.930951655,['terse_short_review']
3022.0,“سلامات”. نظيف. بسبب ارتفاع التقييم. اصحاب الفندق رفعو السعر وصار كانه سعر فندق خمس نجوم. هذا يدعي استغلال,0.930557132,['unclassified']
8832.0,“السعوديه”. . التدخل في التحكم برفع صوت الموسيقه,0.929584742,['terse_short_review']
3529.0,“طيبه”. مساحه الشقه- الموقع. تاخر في تشييك الدخول والمغادره- الواي فاي مفترض يكون مجاني- المروش تسيل المياه وسط الحمام,0.927294672,['positive_title_negative_detail_structure']
4291.0,“ان شاء الله ما انحد عليهم مره ثانيه”. قربها للمطار ... وساخه الفرش والمراتب اثارت حساسيه عندي بالعيون وحكه .. السخانه خربانه وبموسم الشتاء .. السرير جدا متعب,0.925422192,['unclassified']
840.0,“المكيف والسرير”. . اتجاه تبريد المكيف كان بعيد عن مكان السرير اضطررت لتحريك السرير الثقيل حتي اتمكن من النوم,0.924467385,['positive_title_negative_detail_structure']
1427.0,“جيد اذا كانت الاقامه قصيره جدا”. وجود مصلي بالدو الاول. الغرف بارد,0.923465252,['positive_title_negative_detail_structure']
111.0,“مجرد اقامه بسعر رخيص . .,0.922617078,['terse_short_review']
7507.0,“جيد و لكن !!!!!”. نظافه الفندق و سرير مريح. حجزت لكن الاستقبال اخرونا مع العلم جيت الساعه 2 و انتظرت تقريبا ساعه و نص طاقم الاستقبال جدا ضعيف في اجراءات الدخول لكن في وقت الخروج سريع لا يستحق الاربع نجوم بصراحه و سعر ما يستحق يكون فندق اربعه نجوم المفروض من ثلاثه نجوم و نازل,0.921299517,['positive_title_negative_detail_structure']
2191.0,“ليس به غير قرب المكان من الحرم المكي الشريف”. الموقع مناسب بالنسبه للحرم. وجود جلسات استراحه امام مدخل الغرف مما يتسبب في الازعاج من قبل بعض الزوار وجلستهم للدردشه امام الغرف دون مراعاه للضيوف النزلاء,0.9174698,['positive_title_negative_detail_structure']
6707.0,“التطور مطلوب”. الموقع. عدم توفر المواقف للسيارات عدم توفر الواي فاي في الغرف مجانا,0.911617637,['unclassified']
10057.0,“الاقامه في ايبيس”. النظافه. موقعه + ضيق الغرف + جاي تعبان يقولي مافيه احد يخدمك اخدم نفسك وطلع او نزل الشنط هذا فندق رجال اعمال + السرير ضيق,0.905412912,['positive_title_negative_detail_structure']
6847.0,“الرياض”. . الاكل في الغرف سيي للغايه,0.898618877,['terse_short_review']
3608.0,“شرح مفصل لاقامه ٥ ليالي”. اهلا،،من باب اننا نتساعد قيمت لكم والا عمري والله ماحبيت هالتقييمات..الشي الوحيد اللي اعجبني انه قريب من الحرم ولله الحمد. سكنت ٥ ايام تقريبا،،دخلت وطلعت وماجتني المغسله ع كثر ماطلبتهم.اتصلت اطلب قهوه وتاخر علي،،دقيت اشيك قال ي اخي ماانت بالغرفه..طلع رقم تحويلتي يختلف عن الغرفه😩المواقف المواقف اسوا شي واجهني.البوفيه خصوصا الافطار زحمه زحمه واكلهم اللهم لك الحمد .ماادري هل هو عشان زحمه اجازه وموسم والا فعلا ماعندهم دبره...للامانه المواقف تقريبا ٢٠ ويعطونك كرت تدخل واذا مليانه مافيه موقف مايدخلونك...توقف بعيييد بعد مسافه ٧٠٠ متر(موقف نظامي) واذا تبي تغامر بالشوارع جنبك عاد شي ثاني.دعواتي لكم بالتوفيق,0.897363245,['positive_title_negative_detail_structure']
2173.0,“فكر كثيرا قبل اتخاذ القرار”. الموقع والخدمات القريبه. الحقيقه احد موظفي الامن غير مهتم بنظافته الشخصيه وكانه لم يستحم من سنه وهو واجه الفندق,0.896445215,['unclassified']
3562.0,“يعتبر عنونا للخدمات المتواضعه جدا”. الموقع جيد. الواي فاي سئ للغايهمواقف السيارات سيئه جدا جدا جدا ولا يوجد درج كهربائي من المواقف للغرف,0.895683527,['positive_title_negative_detail_structure']
4433.0,“حفر الباطن _ السعوديه”. مطاعم متوفره بكثره بالفندق. لا يوجد لوحه باسم الفندق والعنوان غير واضحه حيث ان الفندق يقع خلف دار التوحيد ولا توجد المواقف الجهه,0.84774518,['positive_title_negative_detail_structure']
5300.0,“اللحياني . كم”. اشكركم فريق بوكنجبس حبيت اود انتبهكم بان فريق العمل في فندق اراك المجيدي تعاملهم سي جدا في الرسبشان مع العلم بان الحجز كان معه موقف سياره وقالوا لازم تدفع كل يوم 50 ريال للموقف عمليه استغلال من الفندق والموظفين ليش هذا باقي الفنادق جميعها موفره مواقف للنزالاء هذا ولكم تحياتي. عدم التعاون من قبل موظفين الرسبشان,0.825030982,['gulf_dialect_marker']
3407.0,“الاستقبال”. . تم حجز غرفه سرير توائم ولم اتيت الي الفندق محجوز لي قياسي وزاد السعر عندي بالعقد من الموقع البوكنق توئم وعند الفندق بالعقد قياسي الرجاء التاكد,0.74764806,['unclassified']
7720.0,“لايستحق المبلغ المدفوع”. النظافه ممتازه والهدوء والاستقبال وكذلك وجبه الفطور. القيمه مرتفعه مقابل الخدمهلم يكن السكن في المبني الرئيسي وهذه يجب الانتباه لها فبل الحجز لان الموضوع مبهم ولايتضح لك ذلك الا بعد دفع المبلغ للاسف,0.743260145,['positive_title_negative_detail_structure']
4580.0,“الاسعار مختلفه عن البوكنق”. موقع الشقق قريب من المترو. حجزت من البوكنق ب313 ريال ولما وصلت ابغي اسكن اخذ مني 460 ريال ايضا نظافه الاثاث,0.700215518,['unclassified']
5838.0,“Cap ten ali. ✈️”. الشكر للاخ احمد الهنيدي والسيد. اكرامي الدمياطي. الطاقم العمال النظافه وعدم الالمام بالمهام الموكلين بالعمل ووعد الاخ. الاستاذ. احمد بتغير الطاقم الهاوس سكيب قريباولي ملاحظه بشان التطوير مهم من المالك والمدير المسئول عنه وكذلك الطاقم بالرسبش المتابعه مهمه للنجاح والتطوير. والشكر الجزيل لهم مع اني كان هناك تفاهم بيني وبين الموظف فيصل يكون التمديد لغايه الساعه ٧ بشان الرحله وافادني. تمام باللغه اللغه لديه وتفاجات ان حين قمت بتوديعه وتشيكه للغرفه فاجاني بدفع ٢٢٥ نصف يوم. هنا يجيب ان يفهم ويتفهم ويفهم النزيل سوف يكون دفع وهذه لا مشكله لي ولكن خاب واستخاب فال لي الزم دفع,0.630207717,"['positive_title_negative_detail_structure', 'code_switching']"
2794.0,“الفندق ٤ نجوم او اقل”. صف السياراتواي فاي فريسرير اضافي فريالنظافه جيدهسرير مريحديكور جديدقنوات شوتايممكواه لكي الملابسسخان ماء للشاهي والقهوهمسبح خارجي. التاخير في الدخولالانترنت ضعيف في بعض الاحيانالتكييف ضعيفالشور للاستحمام بارد ولم اعرف كيف اشغلهالشامبو يجعد الشعرقنوات التلفاز تتقطع في حال ضعف الانتر نتلا يوجد محول كهرباء قريب في الصالهبعيد عن المدينهاسعار المطعم في حال الطلب في الغرفه اوالبوفيه مبالغ فيها١بيبسي ١٨ درهم مع السيرفس ١٠ دراهم المجموع ٢٨ درهمواضافه مبلغ وقدره ٤٠ درهم كل ليله علي سعر الغرفه بمسما سياحه وانا مواطن وليسا سايحا,0.601063192,['positive_title_negative_detail_structure']
